Codigo_Colaborador;Codigo_Medida;Codigo_Sociedad;Codigo_Division_Personal;Codigo_Area_Personal;Codigo_SubDiv;Codigo_Nomina;Codigo_Relacion_Laboral;Codigo_Centro_Costo;Codigo_Estructura_Organizativa;Codigo_Posicion;Sexo;Edad_Empleado;Salario_Q_Normalizado;Codigo_Empresa;Grado_Hay_Limpio;Duracion_Anios;Baja
13571;1;1;26;15;34;6;1;29;492;59;1;34;0.706;8;11;14.35068;1
13643;11;1;32;36;58;6;1;86;533;59;2;31;0.7825;8;12;14.38082;0
13728;1;6;14;26;10;13;1;401;391;4;1;38;0.8625;7;12;14.34795;0
13785;10;1;31;15;43;6;1;48;487;59;1;31;0.7035;8;11;14.31781;0
13794;1;1;88;15;81;6;1;152;432;59;1;33;0.706;8;11;14.30411;0
13799;1;6;14;26;10;13;1;401;391;4;2;39;0.875;7;12;14.30959;0
13836;10;1;12;36;83;6;1;155;474;59;1;34;0.899;8;12;13.92329;1
13861;1;1;36;15;107;6;1;223;458;59;1;34;0.63;8;11;12.13425;1
13885;1;13;63;26;186;10;1;556;411;30;1;34;1.669;4;13;13.73973;1
13894;1;13;63;26;186;10;1;556;411;32;1;36;1.4825;4;14;14.2411;0
13896;1;1;34;26;136;6;1;293;298;59;1;54;4.94;8;17;14.26575;0
13900;11;1;57;17;77;6;1;140;476;59;1;32;2.1375;8;15;14.22466;0
13914;1;1;33;29;73;6;1;128;447;59;1;33;0.9;8;12;13.15616;1
13919;10;1;48;15;99;6;1;201;438;59;2;33;1.328;8;11;13.61096;1
13934;10;1;17;16;131;6;1;301;646;59;1;45;0.9;8;12;14.19452;0
13960;1;16;8;26;12;16;1;594;424;4;2;37;1.145;3;13;14.18356;0
14020;10;1;85;15;122;6;1;257;599;59;1;32;0.67;8;11;13.16712;1
14058;1;16;9;26;13;16;1;598;420;59;2;42;4.51;3;18;13.50137;1
14084;1;1;48;16;99;6;1;201;438;59;2;34;0.7825;8;12;13.83836;1
14110;11;1;27;17;94;6;1;186;488;59;2;30;2.1375;8;15;14.09315;0
14148;1;6;14;26;10;13;1;401;391;4;1;57;1.2875;7;12;14.05753;0
14164;1;13;63;26;186;10;1;559;406;59;1;50;5.75;4;18;13.10685;1
14191;1;1;36;29;84;6;1;158;457;59;2;34;0.9;8;12;13.90411;0
14198;1;6;14;33;5;13;1;387;618;145;1;30;0.585;7;11;12.22466;1
14236;1;1;41;16;91;6;1;179;471;59;1;34;0.945;8;13;13.26575;1
14237;10;1;42;17;133;6;1;284;649;59;1;33;2.8435;8;15;13.90137;0
14276;1;1;36;36;32;6;1;24;536;59;2;31;1.697;8;12;13.47123;1
14279;1;1;28;36;59;6;1;89;537;59;1;30;0.735;8;12;13.72329;1
14292;11;1;41;17;95;6;1;189;482;59;1;34;1.125;8;13;13.89863;0
14353;10;1;34;16;66;6;1;107;450;59;2;30;1.496;8;12;13.88493;0
14406;1;1;48;29;99;6;1;201;438;59;1;31;1.567;8;12;13.87671;0
14425;1;1;36;17;84;6;1;158;457;59;1;31;1.654;8;15;13.8137;1
14454;10;1;35;29;65;6;1;104;519;59;2;30;0.74;8;12;12.64658;1
14480;1;1;31;16;43;6;1;48;487;59;1;31;0.8;8;12;12.21096;1
14613;1;4;91;26;248;14;1;364;347;4;1;35;0.64;11;12;13.42466;1
14723;1;1;30;15;55;6;1;78;472;59;1;31;0.67;8;11;12.59452;1
14758;1;1;47;15;53;6;1;72;436;59;1;30;0.63;8;11;11.63014;1
14771;1;1;32;29;30;6;1;17;527;59;1;34;0.74;8;12;12.08767;1
14881;10;1;28;36;59;6;1;89;537;59;2;32;0.882;8;12;13.56164;0
14888;10;5;15;26;20;2;1;379;358;86;1;33;0.4275;11;10;13.55616;0
14917;1;1;47;17;53;6;1;72;436;59;1;31;2.1375;8;15;13.53425;0
14939;1;6;13;26;6;13;1;426;385;32;1;41;2.0125;7;14;12.96986;1
14990;11;1;85;36;51;6;1;68;507;59;1;33;0.895;8;12;13.44658;0
15022;1;1;34;25;136;6;1;297;305;33;2;31;1.26;8;13;13.4411;0
15028;10;1;7;16;62;6;1;97;480;59;1;30;0.8925;8;12;13.4274;0
15091;11;1;35;17;76;6;1;137;521;59;1;30;1.125;8;13;13.37534;0
15142;10;1;36;17;84;6;1;158;457;59;2;29;2.1375;8;15;13.37534;0
15156;1;1;34;26;136;6;1;297;617;96;1;33;0.8925;8;12;13.35616;0
15213;1;1;10;29;70;6;1;119;514;59;1;31;0.74;8;12;13.33973;0
15217;1;1;85;15;115;6;1;242;508;59;1;33;1.341;8;11;13.32603;0
15232;1;14;90;26;249;8;1;581;372;90;1;31;2.2;7;15;13.32877;0
15243;1;13;63;26;186;10;1;566;413;30;1;38;0.885;4;13;13.32329;0
15255;1;13;63;26;186;10;1;559;406;90;1;47;2.52;4;16;13.31233;0
15303;1;1;32;17;102;6;1;208;534;59;1;30;1.348;8;14;13.24658;1
15332;1;6;14;26;5;13;1;433;385;183;1;31;0.6075;7;10;13.28493;0
15573;11;1;32;17;30;6;1;17;527;59;1;32;1.685;8;15;13.19178;0
15593;10;1;16;16;40;6;1;42;427;59;1;31;1.714;8;12;13.16986;0
15599;10;1;42;16;134;6;1;286;654;59;2;30;0.882;8;12;13.16986;0
15639;11;1;85;29;119;6;1;253;504;59;2;33;0.7825;8;12;13.15616;0
15748;11;1;34;17;85;6;1;161;468;59;1;32;1.345;8;14;13.12055;0
15792;11;6;14;33;5;13;1;387;618;32;1;29;1.2005;7;14;11.75616;1
15795;1;1;29;26;140;6;1;320;375;32;2;36;1.7795;8;14;11.41644;1
15808;1;13;63;26;186;10;1;556;411;30;1;30;0.991;4;13;11.46575;1
15815;10;1;43;16;49;6;1;63;462;59;2;29;0.777;8;12;13.05753;0
15826;10;1;85;17;67;6;1;110;501;59;1;37;2;8;15;12.46575;1
15849;11;1;33;29;45;6;1;54;448;59;1;30;0.7825;8;12;13.03836;0
15862;1;1;36;16;47;6;1;57;535;59;2;29;1.567;8;12;12.96438;0
15865;1;6;13;26;6;13;1;432;603;90;1;37;1.87;7;16;12.90959;0
15887;1;13;63;26;186;10;1;556;411;30;1;41;0.93;4;13;12.90685;0
15899;1;1;87;15;116;6;1;244;509;59;1;33;1.362;8;11;12.90685;0
16002;11;1;21;17;111;6;1;234;483;59;1;33;2.1375;8;15;12.88767;0
16036;1;6;14;26;10;13;1;405;381;32;1;38;1.285;7;13;12.87123;0
16046;1;1;85;36;48;6;1;60;500;59;2;30;0.85;8;12;12.08493;1
16125;1;6;13;26;6;13;1;432;603;4;1;33;0.76;7;11;12.79452;0
16146;11;1;48;16;99;6;1;201;438;59;1;30;1.496;8;12;12.75068;0
16152;1;1;12;29;83;6;1;155;474;59;1;31;1.482;8;12;11.98356;1
16163;11;1;85;17;93;6;1;184;506;59;1;30;2.1375;8;15;12.71233;0
16165;1;1;36;15;29;6;1;15;434;59;2;29;0.585;8;11;12.07945;1
16173;1;1;34;29;31;6;1;22;445;59;1;30;0.8;8;12;12.71507;0
16185;11;1;33;17;26;6;1;6;452;59;1;29;1.685;8;15;12.70411;0
16206;1;13;63;26;186;10;1;556;411;30;1;34;0.9025;4;13;12.66027;0
16213;1;6;13;26;6;13;1;420;385;184;1;46;0.765;7;12;12.60274;0
16284;1;13;62;26;187;10;0;564;51;4;2;50;2.31;4;14;12.58356;0
16352;1;5;15;26;20;2;1;380;355;145;1;34;0.6;11;12;12.53973;0
16356;1;4;91;26;248;14;1;361;339;59;1;46;5.45;11;19;10.59452;1
16367;10;1;26;36;34;6;1;29;492;59;1;31;0.792;8;12;12.52329;0
16386;10;1;27;29;94;6;1;186;488;59;2;29;0.895;8;12;12.51233;0
16406;1;13;63;26;186;10;1;560;412;32;1;37;1.4825;4;14;12.48767;0
16444;1;1;44;29;92;6;1;181;530;59;1;31;1.482;8;12;12.47671;0
16452;1;6;13;26;6;13;1;420;385;184;1;43;0.9875;7;12;12.4411;1
16472;1;1;44;15;117;6;1;247;616;59;1;31;1.341;8;11;11.68493;1
16540;1;1;33;16;108;6;1;226;444;59;2;32;0.8;8;12;10.27671;1
16599;1;1;89;36;96;6;1;192;515;59;1;32;1.01;8;12;12.29589;1
16647;10;1;30;17;55;6;1;78;472;59;2;31;1.685;8;15;12.34247;0
16655;1;1;89;17;61;6;1;93;511;59;1;31;1.865;8;15;11.14521;1
16685;10;1;34;15;66;6;1;107;450;59;1;30;0.66;8;11;10.59452;1
16723;10;1;85;15;67;6;1;110;501;59;1;32;0.626;8;11;12.29589;0
16733;11;1;85;36;48;6;1;60;500;59;1;29;0.895;8;12;12.29589;0
16869;1;1;22;36;114;6;1;240;466;59;1;32;0.74;8;12;12.23288;0
16920;1;1;89;15;96;6;1;192;515;59;2;30;1.328;8;11;12.19726;0
16922;10;1;35;15;27;6;1;9;518;59;1;29;0.63;8;11;10.56164;1
16956;1;1;42;17;72;6;1;124;490;59;1;30;1.345;8;14;12.18904;0
16959;1;3;11;26;14;11;1;341;399;32;2;34;1.55;12;15;12.18082;0
16976;1;1;36;29;84;6;1;158;457;59;1;28;0.7825;8;12;12.10685;1
16989;11;1;85;15;122;6;1;257;599;59;2;31;0.63;8;11;10.23014;1
16997;1;1;55;36;86;6;1;164;503;59;1;30;0.772;8;12;11.6;1
17049;1;1;10;36;125;6;1;264;610;59;2;30;0.792;8;12;12.12877;0
17095;11;1;46;36;97;6;1;195;439;59;1;29;0.81;8;12;10.89315;1
17100;10;1;44;16;117;6;1;247;616;59;1;29;0.899;8;12;12.10137;0
17130;1;4;91;26;248;14;1;371;340;145;1;33;0.72;11;13;12.07397;0
17147;1;1;34;36;31;6;1;22;445;59;2;28;0.7825;8;12;12.06027;0
17148;1;6;13;26;6;13;1;448;385;184;1;35;0.89;7;12;12.06027;0
17154;1;1;34;26;136;6;1;313;607;59;1;41;5.245;8;18;12.05753;0
17168;1;4;91;26;248;14;1;352;333;4;2;39;0.656;11;12;10.4274;1
17196;1;6;14;26;10;13;1;407;382;10;1;30;0.55;7;10;11.89041;0
17209;1;6;14;26;5;13;1;387;618;145;1;31;0.85;7;11;11.8411;1
17248;9;6;13;26;6;13;1;424;392;4;1;33;0.725;7;10;10.25479;1
17291;10;1;22;36;114;6;1;240;466;59;2;30;0.7825;8;12;11.88493;0
17292;11;1;59;15;124;6;1;261;609;59;2;32;0.6229;8;11;11.88493;0
17385;11;1;59;36;124;6;1;261;609;59;2;28;1.01;8;13;11.86027;0
17402;1;1;85;29;67;6;1;300;501;59;2;30;1.572;8;12;11.86301;0
17413;1;4;91;26;248;14;1;354;597;90;2;44;2.02;11;15;11.09315;1
17477;1;1;34;36;35;6;1;31;443;59;2;32;1.718;8;12;11.8411;0
17489;10;1;42;29;133;6;1;284;649;59;2;29;0.74;8;12;11.81096;0
17538;1;1;40;15;100;6;1;203;469;59;2;28;0.63;8;11;9.78904;1
17554;1;6;13;26;6;13;1;418;387;90;1;42;2.14;7;16;11.76712;0
17561;11;1;32;36;36;6;1;35;525;59;2;27;0.7825;8;12;11.79178;0
17566;1;5;15;26;20;2;1;379;359;145;1;38;0.82;11;12;10.5726;1
17569;1;1;34;26;136;6;1;308;297;32;2;38;1.5125;8;14;11.77534;0
17590;1;13;62;26;187;10;1;563;409;90;1;37;6.226;4;16;11.70137;0
17591;1;13;63;26;186;10;1;560;412;90;1;47;2.0675;4;15;13.39178;0
17593;1;6;13;26;6;13;1;435;594;45;1;44;7.805;7;20;11.72055;0
17611;1;4;91;26;248;14;1;357;350;48;1;32;0.5125;11;13;11.73699;0
17623;1;1;47;36;50;6;1;66;456;59;2;30;0.8;8;12;11.73151;0
17629;1;5;15;26;20;2;1;379;357;90;1;42;1.68;11;15;11.70137;0
17633;1;9;60;26;173;9;1;468;592;51;1;40;0.4325;11;10;11.13425;1
17644;1;6;13;26;6;13;1;400;380;4;2;39;0.875;7;12;11.68219;0
17681;1;1;32;29;30;6;1;17;527;59;1;30;0.777;8;12;11.41918;1
17713;10;1;39;36;56;6;1;81;470;59;2;32;0.777;8;12;11.27123;1
17729;11;1;43;29;49;6;1;63;462;59;1;29;1.714;8;12;11.62192;0
17752;1;1;88;15;81;6;1;152;432;59;1;30;1.341;8;11;11.6137;0
17759;11;1;27;36;94;6;1;186;488;59;1;28;0.895;8;12;11.62192;0
17839;1;1;49;16;129;6;1;274;623;59;2;29;0.8;8;12;11.33973;1
17870;10;1;42;16;134;6;1;286;654;59;2;30;0.895;8;12;11.58356;0
17871;1;1;42;15;72;6;1;124;490;59;2;28;0.706;8;11;11.28493;1
17872;1;1;41;16;52;6;1;70;479;59;2;31;0.85;8;12;9.74521;1
17884;10;1;28;15;59;6;1;89;537;59;2;28;0.66;8;11;10.90411;1
17887;1;1;41;16;52;6;1;70;479;59;1;30;0.882;8;12;11.58082;0
17907;10;1;10;29;125;6;1;264;610;59;1;32;0.74;8;12;10.47397;1
17915;1;1;34;26;136;6;1;328;613;138;2;36;0.7325;8;12;11.56164;0
17937;10;1;36;17;32;6;1;24;536;59;1;30;1.345;8;14;11.54521;0
17946;11;1;42;36;74;6;1;131;489;59;2;27;0.895;8;12;11.54247;0
17982;11;1;84;15;118;6;1;250;481;59;2;31;1.403;8;11;11.50685;0
17988;1;1;44;15;79;6;1;146;526;59;1;28;0.745;8;11;9.78356;1
17999;1;1;44;15;90;6;1;176;513;59;2;31;1.32;8;11;10.73699;1
18015;1;1;17;29;78;6;1;144;429;59;2;30;0.8;8;12;9.50411;1
18033;11;1;55;17;86;6;1;164;503;59;1;31;2.1375;8;15;11.46027;0
18060;1;1;33;26;142;6;1;319;303;32;2;34;0.85;8;13;9.53973;1
18061;1;16;9;26;13;16;1;601;418;4;2;36;1.285;3;13;11.43288;0
18086;11;1;32;15;30;6;1;17;527;59;2;29;0.705;8;11;11.43014;0
18087;11;1;10;29;125;6;1;264;610;59;1;31;0.7825;8;12;11.43014;0
18135;1;4;91;26;248;14;1;364;347;4;1;33;0.72;11;12;11.39452;0
18257;1;1;47;36;71;6;1;122;455;59;2;30;0.735;8;12;11.26301;1
18294;1;1;36;17;121;6;1;256;459;59;2;27;1.125;8;13;11.25479;1
18356;1;1;85;15;67;6;1;110;501;59;1;31;0.745;8;11;9.41644;1
18365;11;1;40;15;100;6;1;203;469;59;2;27;0.705;8;11;11.21918;0
18367;11;1;34;15;35;6;1;31;443;59;1;31;0.705;8;11;11.21918;0
18381;10;1;26;29;25;6;1;1;495;59;1;29;0.792;8;12;11.21918;0
18387;1;1;41;29;91;6;1;179;471;59;2;31;0.899;8;12;10.66849;1
18470;1;6;13;26;6;13;1;416;375;10;2;31;0.45;7;9;11.18082;0
18497;1;1;43;15;68;6;1;113;465;59;2;30;0.693;8;11;11.17808;0
18500;11;1;34;29;85;6;1;161;468;59;1;29;1.571;8;12;11.17534;0
18671;1;6;14;26;5;13;1;409;380;10;1;59;0.526;7;10;11.23288;1
18799;1;1;40;15;100;6;1;203;469;59;1;29;0.66;8;11;9.7589;1
18846;10;1;47;15;80;6;1;149;453;59;2;29;1.362;8;11;11.13425;0
18847;10;1;26;17;33;6;1;27;493;59;2;28;1.125;8;13;11.13425;0
18865;1;1;55;15;86;6;1;164;503;59;1;27;0.66;8;11;11.04932;1
18926;10;1;32;15;36;6;1;35;525;59;2;28;0.6229;8;11;11.09863;0
18936;1;1;35;29;27;6;1;9;518;59;1;28;0.882;8;12;11.05205;1
18959;11;1;27;29;94;6;1;186;488;59;1;28;0.815;8;12;9.24658;1
18966;1;1;34;25;136;6;1;292;426;30;1;40;2.8;8;16;11.08493;0
18984;10;1;31;15;43;6;1;48;487;59;2;30;0.717;8;11;11.08219;0
18989;1;1;33;36;45;6;1;54;448;59;2;29;0.7825;8;12;11.07397;0
19026;1;1;17;15;78;6;1;144;429;59;1;29;0.67;8;11;9.41918;1
19038;1;4;91;26;248;14;1;354;338;86;1;33;0.3875;11;10;10.52055;1
19064;10;1;89;36;61;6;1;93;511;59;2;29;0.772;8;12;10.93973;0
19090;1;1;58;29;135;6;1;287;653;59;1;30;0.777;8;12;10.90959;0
19102;10;1;92;36;57;6;1;84;431;59;2;29;0.7825;8;12;10.85753;1
19127;11;1;44;16;79;6;1;146;526;59;2;30;0.895;8;12;10.90959;0
19137;10;1;30;15;55;6;1;78;472;59;1;29;0.6229;8;11;10.90685;0
19153;10;1;30;36;55;6;1;78;472;59;1;27;0.84;8;12;9.56164;1
19193;1;1;31;15;43;6;1;48;487;59;1;30;0.67;8;11;9.51781;1
19201;1;1;32;15;36;6;1;35;525;59;2;27;0.56;8;11;8.96712;1
19275;11;1;89;29;96;6;1;192;515;59;1;28;1.697;8;12;10.86575;0
19279;10;1;29;15;28;6;1;12;494;59;2;27;0.66;8;11;9.73425;1
19280;1;1;48;15;99;6;1;201;438;59;1;29;0.735;8;11;9.10411;1
19285;10;1;85;36;67;6;1;110;501;59;2;29;1.01;8;12;10.8411;1
19293;1;1;28;16;59;6;1;89;537;59;2;27;0.74;8;12;9.1863;1
19315;1;4;91;26;248;14;1;366;343;90;1;48;1.4;11;15;9.29589;1
19331;1;4;91;26;248;14;1;366;343;4;1;34;0.59;11;11;10.04384;1
19338;11;1;10;16;125;6;1;264;610;59;2;29;0.8;8;12;8.92329;1
19361;10;1;42;29;134;6;1;286;654;59;2;27;1.01;8;13;10.84384;0
20017;1;1;34;26;136;6;1;307;296;52;2;27;0.67;8;11;9.08767;1
20034;1;13;63;26;186;10;1;560;412;10;1;29;0.51;4;10;10.80548;0
20035;10;1;44;29;60;6;1;91;528;59;1;27;0.786;8;12;10.75342;1
20051;10;1;58;17;135;6;1;287;653;59;1;28;2.121;8;15;10.78904;0
20088;10;1;85;29;93;6;1;184;506;59;1;29;1.01;8;13;10.74795;0
20112;1;1;85;16;122;6;1;257;599;59;1;38;0.882;8;12;10.72329;0
20114;11;1;44;17;104;6;1;214;529;59;1;28;1.125;8;13;10.72055;0
20124;11;1;36;16;107;6;1;223;458;59;2;29;0.895;8;12;10.71233;0
20128;1;1;26;17;34;6;1;29;492;59;2;28;1.345;8;14;10.71233;0
20154;1;6;13;7;8;13;1;439;393;145;1;30;0.725;7;11;10.69315;0
20157;1;16;8;26;12;16;1;594;424;32;1;35;1.5;3;14;10.70411;0
20167;10;1;110;16;128;6;1;271;622;59;2;30;0.899;8;12;10.67945;0
20173;11;1;47;17;71;6;1;122;455;59;2;29;1.685;8;15;10.67123;0
20191;10;1;32;29;30;6;1;17;527;59;1;29;0.899;8;12;10.62192;1
20233;1;1;17;29;131;6;1;301;646;59;1;29;1.786;8;12;10.65479;0
20236;10;1;44;15;44;6;1;51;512;59;2;29;0.693;8;11;10.65479;0
20334;1;6;14;26;10;13;1;410;379;32;1;34;1.265;7;13;10.63836;0
20342;10;1;31;16;43;6;1;48;487;59;1;30;0.882;8;12;10.61644;0
20353;1;1;85;17;48;6;1;60;500;59;1;40;4.115;8;15;10.60822;0
20383;11;1;43;17;68;6;1;113;465;59;2;28;1.125;8;13;10.5863;0
20398;10;1;16;15;103;6;1;212;430;59;2;29;0.717;8;11;10.19452;1
20406;10;1;26;15;39;6;1;41;496;59;1;28;0.706;8;11;10.52603;1
20429;1;1;36;15;32;6;1;24;536;59;2;29;0.66;8;11;9.9726;1
20442;1;1;37;17;87;6;1;167;442;59;1;31;1.345;8;14;10.5589;0
20463;1;1;36;15;107;6;1;223;458;59;1;30;0.693;8;11;10.54521;0
20475;10;1;36;15;29;6;1;15;434;59;2;28;0.704;8;11;10.53699;0
20481;1;1;10;17;127;6;1;270;620;59;1;28;1.103;8;13;10.48493;1
20484;10;1;32;15;36;6;1;35;525;59;1;29;1.328;8;11;10.52877;0
20523;1;6;13;26;6;13;1;406;380;32;1;30;1.3225;7;13;10.50137;0
20536;1;13;62;26;187;10;1;567;404;59;1;38;4.59;4;18;10.50959;0
20554;1;1;44;16;117;6;1;247;616;59;1;27;0.882;8;12;10.47123;0
20563;1;1;16;15;40;6;1;42;427;59;1;29;0.693;8;11;10.03288;1
20566;10;1;33;29;26;6;1;6;452;59;2;30;0.882;8;12;10.46301;0
20577;10;1;33;15;108;6;1;226;444;59;2;30;0.6229;8;11;10.46027;0
20581;11;1;85;17;106;6;1;220;502;59;2;29;1.125;8;13;10.44932;0
20596;10;1;16;15;103;6;1;212;430;59;1;31;0.66;8;11;9.56164;1
20688;10;1;41;36;95;6;1;301;482;59;2;26;0.882;8;12;10.37534;0
20718;1;1;34;26;136;6;1;306;307;32;1;50;1.765;8;13;9.53151;1
20736;11;1;47;17;110;6;1;232;437;59;1;29;2.1375;8;15;10.34521;0
20801;11;1;84;17;118;6;1;250;481;59;1;27;1.685;8;15;10.30959;0
20843;1;1;44;36;89;6;1;172;516;59;2;29;0.735;8;12;10.26849;0
20846;11;1;35;15;27;6;1;9;518;59;2;29;0.705;8;11;10.26849;0
20856;1;1;34;25;136;6;1;292;305;33;2;27;0.975;8;13;10.24932;0
20906;11;1;35;17;41;6;1;44;523;59;1;26;1.125;8;13;10.22192;0
20912;10;1;47;15;110;6;1;302;437;59;2;29;1.2458;8;11;10.21096;0
20973;10;1;16;15;103;6;1;212;430;59;1;29;0.735;8;11;8.74521;1
21031;1;1;30;15;55;6;1;78;472;59;1;29;0.63;8;11;8.10411;1
21038;11;1;41;17;42;6;1;46;485;59;2;27;1.125;8;13;10.14521;0
21056;1;1;55;29;86;6;1;164;503;59;1;26;1.011;8;13;9.53973;1
21102;1;6;13;26;6;13;1;420;385;85;1;39;0.8575;7;12;10.14795;0
21111;10;1;43;29;49;6;1;63;462;59;2;28;1.912;8;13;10.12329;0
21113;1;3;11;26;14;11;1;339;397;32;2;31;1.445;12;15;10.12877;0
21119;11;1;29;15;28;6;1;12;494;59;1;26;0.59;8;11;8.56712;1
21127;11;1;47;15;50;6;1;66;456;59;1;27;1.328;8;11;10.11781;0
21134;10;1;34;16;35;6;1;31;443;59;1;27;1.01;8;12;10.11507;0
21140;1;6;14;26;10;13;1;408;384;90;1;33;1.9275;7;15;10.12877;0
21192;1;6;13;26;6;13;1;394;595;90;1;34;1.41;7;14;10.07123;0
21205;1;6;13;26;6;13;1;426;385;32;1;42;1.25;7;12;10.0411;0
21207;1;4;91;26;248;14;1;347;335;32;2;40;1.45;11;14;7.96164;1
21210;1;9;60;26;173;9;1;467;363;145;1;48;0.9375;11;13;9.96712;0
21225;10;1;89;29;96;6;1;192;515;59;1;25;0.777;8;12;9.90411;0
21249;1;1;34;25;136;6;1;291;524;30;1;39;2.8;8;16;9.89315;0
21309;10;1;47;36;80;6;1;149;453;59;2;28;0.882;8;12;9.88493;0
21315;1;1;47;15;53;6;1;72;436;59;1;26;1.328;8;11;9.29041;1
21334;10;1;12;15;82;6;1;154;475;59;2;29;0.66;8;11;9.86575;0
21340;1;1;85;29;122;6;1;257;599;59;2;31;0.815;8;12;7.93699;1
21364;1;1;34;25;136;6;1;292;498;30;2;30;2.8;8;16;9.86027;0
21367;1;4;91;26;248;14;1;374;341;51;1;37;0.42;11;10;9.87945;0
21368;1;5;15;26;20;2;1;379;354;184;1;31;0.45;11;10;9.86027;0
21390;9;6;13;26;6;13;1;420;385;184;1;38;0.865;7;12;9.87671;0
21392;1;6;13;26;6;13;1;420;389;183;1;41;0.735;7;11;8.59726;1
21411;10;1;34;15;85;6;1;161;468;59;1;26;0.706;8;11;9.84658;0
21435;1;6;13;7;8;13;1;439;393;145;2;28;0.52;7;11;9.82192;1
21439;11;1;45;29;98;6;1;198;464;59;2;28;1.571;8;12;9.36164;1
21449;10;1;27;33;94;6;1;303;488;185;2;27;0.6015;8;11;9.81918;1
21461;1;13;62;26;187;10;1;571;625;32;1;42;1.0175;4;13;9.8411;0
21483;1;1;26;17;25;6;1;1;495;59;1;38;1.345;8;13;9.80274;0
21488;1;1;32;29;58;6;1;86;533;59;2;27;0.7825;8;12;9.81096;0
21501;1;1;36;36;29;6;1;15;434;59;1;38;0.85;8;12;9.80274;0
21510;1;6;14;26;10;13;1;406;380;90;1;34;1.98;7;15;9.81644;0
21530;1;1;12;16;83;6;1;155;474;59;1;28;1.697;8;12;9.78904;0
21541;1;13;62;26;187;10;1;572;626;90;2;34;2.31;4;16;9.80822;0
21545;1;13;62;26;187;10;1;563;409;59;1;46;4.985;4;18;9.80822;0
21547;1;1;46;15;97;6;1;195;439;59;1;27;0.585;8;11;9.73699;1
21557;10;1;34;36;37;6;1;38;449;59;2;31;0.84;8;12;8.44932;1
21565;10;1;10;36;125;6;1;264;610;59;1;28;0.895;8;12;9.78904;0
21576;1;1;85;36;93;6;1;184;506;59;1;28;0.882;8;12;9.7726;1
21577;11;1;85;36;122;6;1;257;599;59;2;28;0.7825;8;12;9.7726;0
21598;1;6;14;26;5;13;1;396;606;10;2;29;0.49;7;10;8.94247;1
21601;1;1;32;33;88;6;1;169;532;59;2;30;0.6229;8;11;9.78082;0
21655;10;1;44;36;90;6;1;176;513;59;2;29;0.893;8;12;9.75342;0
21709;10;1;111;15;132;6;1;283;650;59;1;28;0.706;8;11;9.71233;0
21715;11;1;92;15;57;6;1;84;431;59;1;27;0.705;8;11;9.71233;0
21723;10;1;43;15;49;6;1;63;462;59;1;28;1.403;8;11;9.71507;0
21733;1;3;11;26;14;11;1;338;396;140;2;29;0.516;12;10;8.70411;1
21763;1;1;33;26;142;6;1;314;302;30;2;34;1.446;8;13;7.95068;1
21792;1;1;85;15;67;6;1;110;501;59;1;28;0.717;8;11;9.5863;1
21819;1;1;47;17;101;6;1;206;435;59;2;28;1.125;8;13;9.63562;0
21862;11;1;22;36;114;6;1;240;466;59;2;29;0.7825;8;12;9.61918;0
21881;11;1;34;16;66;6;1;107;450;59;1;29;0.7;8;12;8.02466;1
21884;1;1;34;26;136;6;1;330;301;59;2;33;2.7;8;16;9.64932;0
21891;1;6;14;26;5;13;1;400;380;4;1;37;0.815;7;12;9.60822;0
21892;1;13;63;26;186;10;1;556;411;30;1;52;0.98;4;13;9.63014;0
21895;1;6;14;26;5;13;1;437;392;134;1;34;2.38;7;15;9.66301;0
21896;1;6;13;26;6;13;1;420;385;184;1;34;0.765;7;12;9.64932;0
21919;10;1;32;29;102;6;1;208;534;59;1;29;0.772;8;12;9.54795;1
21932;1;1;85;15;122;6;1;257;599;59;2;28;0.7035;8;11;9.03562;1
21945;10;1;27;15;94;6;1;186;488;59;1;27;0.745;8;11;8.16164;1
21976;11;1;42;16;74;6;1;131;489;59;2;28;0.895;8;12;9.57808;0
21987;1;1;41;17;109;6;1;229;486;59;2;32;1.685;8;15;9.56712;0
21998;10;1;36;15;47;6;1;57;535;59;1;27;0.66;8;11;8.68493;1
22018;1;1;34;25;136;6;1;291;460;33;2;32;1.2;8;13;9.5589;0
22026;1;4;91;26;248;14;1;357;348;91;2;33;1.85;11;15;9.55342;0
22031;1;6;13;26;6;13;1;408;384;4;2;37;0.815;7;12;9.53425;0
22034;1;16;8;26;12;16;1;594;423;4;1;35;1.1;3;13;9.50959;0
22037;10;1;44;29;60;6;1;91;528;59;1;29;0.81;8;12;8.53151;1
22049;1;1;22;29;114;6;1;240;466;59;2;27;0.735;8;12;8.32603;1
22082;11;1;44;36;117;6;1;247;616;59;1;27;1.496;8;12;8.80274;1
22096;11;1;36;29;47;6;1;57;535;59;1;27;0.7825;8;12;9.50411;0
22132;1;1;44;15;44;6;1;51;512;59;1;28;0.56;8;11;7.47397;1
22147;1;1;33;15;108;6;1;226;444;59;2;29;0.704;8;11;9.47123;0
22164;1;1;35;15;27;6;1;9;518;59;2;26;0.585;8;11;9.46301;0
22188;11;1;45;29;98;6;1;198;464;59;2;29;1.01;8;13;9.46301;0
22204;1;1;17;15;78;6;1;144;429;59;1;30;0.66;8;11;8.26849;1
22235;1;1;34;33;35;6;1;301;443;185;1;27;0.6015;8;11;9.43288;1
